Departure,Arrival,WeeksToDeparture,std_wtd,year,month,day,weekday,week,n_days,passengers load,distance km
ORD,DFW,13.166666666700001,9.67141312757,2012,11,20,1,47,15664,32171795.0,1290.1793707420127
PHL,DFW,9.11111111111,6.425032743230001,2012,6,8,4,23,15499,14589337.0,2095.66962946931
BOS,PHL,6.78571428571,4.66044849985,2012,3,21,2,12,15420,14293695.0,451.31106179640426
ORD,LAS,15.0740740741,11.4015043742,2011,12,28,2,52,15336,31892301.0,2436.841470773542
BOS,PHL,11.315789473699999,9.498845728580001,2012,5,24,3,21,15484,14293695.0,451.31106179640426
BOS,PHL,7.75,5.15751878329,2011,11,11,4,45,15289,14180730.0,451.31106179640426
PHL,ATL,8.72222222222,5.69628935521,2011,10,17,0,42,15264,14883180.0,1071.0060503652837
SFO,DEN,9.38888888889,7.663042621719999,2012,12,10,0,50,15684,21284236.0,1538.142783061649
MSP,DEN,11.8695652174,8.16480444472,2012,8,11,5,32,15563,15943878.0,1114.7611389199733
MSP,ORD,9.83333333333,7.67156706133,2012,2,1,2,5,15371,15943878.0,537.7155123098858
LAS,LAX,13.666666666700001,10.7667579579,2011,12,5,0,49,15313,19872617.0,380.1516938938273
SFO,BOS,12.6,8.52447456836,2012,6,26,1,26,15517,21284236.0,4351.80157445948
LAX,SEA,11.4761904762,8.459426975980001,2011,10,19,2,42,15266,30528737.0,1534.903426859992
SFO,ATL,9.17647058824,8.66195196042,2012,1,21,5,3,15360,21284236.0,3442.1540317854965
DFW,SFO,14.3913043478,11.757933996099998,2012,9,6,3,36,15589,28022904.0,2356.682952201651
BOS,EWR,7.64705882353,5.733031227790001,2013,1,26,5,4,15731,0.0,322.6185793889856
ORD,IAH,11.5714285714,9.4264066779,2012,10,25,3,43,15638,32171795.0,1488.7545277529894
SFO,EWR,13.333333333299999,10.1752755188,2012,6,19,1,25,15510,21284236.0,4128.087796487114
ATL,PHL,11.2,10.7879074601,2012,2,9,3,6,15379,45798928.0,1071.0060503652837
EWR,ORD,8.333333333330001,6.72592709135,2011,12,8,3,49,15316,16814092.0,1157.1569390818115
PHX,ORD,11.782608695699999,7.85641904166,2012,3,11,6,10,15410,19560870.0,2316.8496979811985
LAS,JFK,11.458333333299999,8.69772167403,2012,1,18,2,3,15357,19959651.0,3617.7361768351943
ATL,BOS,10.3,8.766563270689996,2013,2,26,1,9,15762,0.0,1522.1325932392715
DEN,LAS,7.875,5.48786540165,2012,3,30,4,13,15429,25799841.0,991.0640578482363
LAS,ORD,14.0,10.3305372561,2012,10,17,2,42,15630,19959651.0,2436.841470773542
SFO,EWR,13.36,9.35806247753,2011,10,30,6,43,15277,20056568.0,4128.087796487114
SFO,SEA,8.88235294118,6.707107731180002,2012,2,17,4,7,15387,21284236.0,1091.7844056778617
SFO,JFK,14.1153846154,10.6257307441,2012,11,17,5,46,15661,21284236.0,4161.8918990627035
LAX,BOS,10.8181818182,6.980492298350001,2012,6,13,2,24,15504,31326268.0,4202.144252918988
DTW,ORD,8.823529411760003,6.0439566316,2012,8,9,3,32,15561,15599879.0,378.2448562948795
BOS,ATL,9.588235294119999,8.895636736130001,2012,1,6,4,1,15345,14293695.0,1522.1325932392715
EWR,BOS,12.4545454545,8.85183474512,2012,8,7,1,32,15559,17055993.0,322.6185793889856
SEA,SFO,10.1578947368,9.07538280732,2012,1,26,3,4,15365,16121123.0,1091.7844056778617
PHL,ATL,11.4761904762,9.309237603689999,2011,11,22,1,47,15300,14883180.0,1071.0060503652837
EWR,BOS,9.78947368421,7.23094390157,2011,11,4,4,44,15282,16814092.0,322.6185793889856
MIA,JFK,13.875,11.1601484329,2012,4,20,4,16,15450,18987488.0,1753.5587649971123
MCO,EWR,11.1904761905,8.20742985117,2012,6,6,2,23,15497,17159427.0,1509.2140580816642
BOS,PHL,4.6,3.2041639575200005,2013,1,28,0,5,15733,0.0,451.31106179640426
BOS,ORD,11.0,6.782329983130001,2012,6,10,6,23,15501,14293695.0,1394.7836892170462
MCO,EWR,10.25,7.00281898125,2013,2,5,1,6,15741,0.0,1509.2140580816642
PHL,MCO,18.09375,11.6656633593,2012,12,25,1,52,15699,14589337.0,1385.9131208526271
ATL,SFO,7.083333333330001,6.2443914229,2013,3,2,5,9,15766,0.0,3442.1540317854965
DFW,DEN,8.8125,10.1798411906,2013,2,26,1,9,15762,0.0,1037.4122012303676
LAS,ORD,10.6666666667,7.44535649471,2012,2,25,5,8,15395,19959651.0,2436.841470773542
BOS,ORD,10.5238095238,7.433835131469999,2012,6,13,2,24,15504,14293695.0,1394.7836892170462
DFW,ATL,7.1875,5.564395744369999,2012,2,6,0,6,15376,28022904.0,1177.0654003153188
LAX,IAH,12.291666666700001,8.285551419119999,2011,9,30,4,39,15247,30528737.0,2219.3851132122545
LAS,JFK,15.9411764706,10.6598686002,2012,8,19,6,33,15571,19959651.0,3617.7361768351943
ORD,DTW,9.5,10.6957935657,2012,5,12,5,19,15472,32171795.0,378.2448562948795
MCO,PHL,12.625,9.95123981788,2012,5,22,1,21,15482,17159427.0,1385.9131208526271
CLT,ATL,8.72222222222,7.21767076291,2011,9,5,0,36,15222,19022535.0,365.5358230110742
LGA,DTW,7.875,5.34009987422,2012,3,21,2,12,15420,12818717.0,806.1132848932549
IAH,LAX,11.909090909100001,9.06016446245,2013,2,26,1,9,15762,0.0,2219.3851132122545
DEN,ORD,11.5238095238,8.20133554745,2012,1,21,5,3,15360,25799841.0,1449.0208387501316
ORD,PHL,7.083333333330001,6.37407153072,2013,2,26,1,9,15762,0.0,1090.5211297631404
SEA,LAX,13.217391304300001,11.0575211826,2012,12,5,2,49,15679,16121123.0,1534.903426859992
ORD,ATL,11.2608695652,8.73455723655,2011,10,20,3,42,15267,31892301.0,974.5225568706392
SFO,JFK,14.275862069,8.871690738060002,2011,11,26,5,47,15304,20056568.0,4161.8918990627035
DFW,DEN,7.733333333330001,5.70045946352,2013,3,3,6,9,15767,0.0,1037.4122012303676
JFK,MIA,14.0,8.51469318296,2011,9,16,4,37,15233,23664832.0,1753.5587649971123
MSP,ORD,9.29411764706,7.2694971102100014,2013,2,21,3,8,15757,0.0,537.7155123098858
LGA,BOS,6.15384615385,4.14017217529,2011,11,13,6,45,15291,11989227.0,297.0289816330235
SEA,LAX,14.518518518499999,10.544303494400001,2012,9,24,0,39,15607,16121123.0,1534.903426859992
IAH,LAX,12.625,8.81112192432,2012,10,7,6,40,15620,19039000.0,2219.3851132122545
JFK,MIA,15.8846153846,12.465398262599999,2012,10,26,4,43,15639,24520981.0,1753.5587649971123
ATL,BOS,8.736842105260001,6.56456908346,2012,2,6,0,6,15376,45798928.0,1522.1325932392715
DEN,MSP,12.0454545455,10.1722183409,2012,10,11,3,41,15624,25799841.0,1114.7611389199733
BOS,LAX,11.583333333299999,9.55495167174,2012,4,28,5,17,15458,14293695.0,4202.144252918988
ORD,DTW,7.6,5.56519798133,2012,11,3,5,44,15647,32171795.0,378.2448562948795
MSP,DEN,8.75,6.163346664380001,2012,7,3,1,27,15524,15943878.0,1114.7611389199733
EWR,BOS,13.0454545455,10.007032159500001,2012,11,11,6,45,15655,17055993.0,322.6185793889856
JFK,SFO,16.7142857143,11.3541167154,2012,5,21,0,21,15481,24520981.0,4161.8918990627035
LAX,JFK,17.3548387097,13.0602409041,2013,1,19,5,3,15724,0.0,3982.9681467053942
PHX,ORD,11.7058823529,11.6230627734,2012,12,3,0,49,15677,19560870.0,2316.8496979811985
DFW,DEN,11.8636363636,8.265219465560001,2012,7,26,3,30,15547,28022904.0,1037.4122012303676
ATL,MCO,13.3636363636,12.1559135307,2012,8,31,4,35,15583,45798928.0,648.9623198292838
JFK,MIA,13.6153846154,9.18728217952,2012,3,24,5,12,15423,24520981.0,1753.5587649971123
LAS,DEN,8.555555555560003,5.43650214343,2011,10,9,6,40,15256,19872617.0,991.0640578482363
ATL,ORD,11.0,7.387247699339999,2011,12,27,1,52,15335,44414121.0,974.5225568706392
LGA,DFW,11.708333333299999,7.398467330510001,2012,7,29,6,30,15550,12818717.0,2234.831514877276
DFW,DEN,7.8125,5.34438958161,2012,12,12,2,50,15686,28022904.0,1037.4122012303676
SEA,SFO,10.1,8.70511041679,2012,5,9,2,19,15469,16121123.0,1091.7844056778617
LGA,ORD,13.346153846199998,9.62888283319,2012,9,3,0,36,15586,12818717.0,1179.8340638493225
DFW,ORD,12.4782608696,9.471822159419998,2012,10,27,5,43,15640,28022904.0,1290.1793707420127
BOS,ORD,10.65,7.7614092589,2012,10,23,1,43,15636,14293695.0,1394.7836892170462
ATL,BOS,13.3448275862,9.04463480298,2012,7,22,6,29,15543,45798928.0,1522.1325932392715
MCO,PHL,11.8181818182,8.09253838355,2012,7,10,1,28,15531,17159427.0,1385.9131208526271
MIA,LGA,13.0,12.9828947294,2012,2,7,1,6,15377,18987488.0,1764.8739598115098
MSP,ATL,14.6,12.186057607,2012,2,15,2,7,15385,15943878.0,1458.8377972587537
ORD,SEA,13.8148148148,9.40146075817,2012,8,10,4,32,15562,32171795.0,2768.641923284091
LAX,BOS,14.592592592599999,10.7462310361,2012,6,17,6,24,15508,31326268.0,4202.144252918988
SEA,LAX,10.2631578947,8.86843406735,2012,10,11,3,41,15624,16121123.0,1534.903426859992
IAH,ORD,8.1875,6.0356579315499985,2012,4,17,1,16,15447,19039000.0,1488.7545277529894
ORD,IAH,11.590909090899999,8.2557863743,2011,12,2,4,48,15310,31892301.0,1488.7545277529894
BOS,ATL,10.380952381,6.807908566340001,2012,8,27,0,35,15579,14293695.0,1522.1325932392715
ORD,MSP,11.913043478299999,10.1619300398,2013,1,1,1,1,15706,0.0,537.7155123098858
DEN,LAS,10.7272727273,8.20674413825,2012,3,25,6,12,15424,25799841.0,991.0640578482363
DEN,ORD,10.5238095238,7.433835131469999,2012,7,2,0,27,15523,25799841.0,1449.0208387501316
LGA,DTW,11.090909090899999,7.315405082100001,2012,6,10,6,23,15501,12818717.0,806.1132848932549
JFK,MCO,13.7333333333,9.10450185474,2012,6,18,0,25,15509,24520981.0,1519.6778187735383
SFO,EWR,14.32,8.702107024550001,2012,12,22,5,51,15696,21284236.0,4128.087796487114
DEN,SFO,9.5,7.778174593049999,2011,11,9,2,45,15287,25667499.0,1538.142783061649
JFK,SFO,9.36842105263,6.29118012526,2012,1,28,5,4,15367,24520981.0,4161.8918990627035
JFK,MCO,13.2592592593,10.2266341278,2012,1,26,3,4,15365,24520981.0,1519.6778187735383
ATL,MIA,14.9230769231,12.4544709303,2012,1,6,4,1,15345,45798928.0,957.5479777622464
ORD,SFO,11.1363636364,7.504255646889999,2012,4,21,5,16,15451,32171795.0,2970.9403880929817
CLT,ATL,9.83333333333,7.01469046736,2011,11,21,0,47,15299,19022535.0,365.5358230110742
ORD,PHX,8.666666666669999,5.59411455434,2012,12,1,5,48,15675,32171795.0,2316.8496979811985
DEN,ORD,11.2380952381,8.91013334302,2012,7,11,2,28,15532,25799841.0,1449.0208387501316
SFO,LAS,15.34375,10.9650746875,2012,7,30,0,31,15551,21284236.0,666.2312617124073
BOS,EWR,7.8125,5.21815740148,2012,1,29,6,4,15368,14293695.0,322.6185793889856
ATL,MSP,9.84210526316,8.64267935497,2012,9,6,3,36,15589,45798928.0,1458.8377972587537
SEA,DEN,9.736842105260001,7.4821424833,2011,11,21,0,47,15299,15971676.0,1639.3263074748904
PHX,DEN,9.81818181818,6.905045523360001,2012,11,19,0,47,15663,19560870.0,948.8652266798391
IAH,ORD,11.4782608696,7.63883359265,2011,10,19,2,42,15266,19306660.0,1488.7545277529894
ORD,PHL,10.210526315800001,7.656362258989999,2012,7,10,1,28,15531,32171795.0,1090.5211297631404
IAH,ORD,11.75,9.28425378913,2013,1,31,3,5,15736,0.0,1488.7545277529894
DFW,LAX,11.7692307692,7.966468187639999,2011,9,9,4,36,15226,27518358.0,1987.4016037900508
SEA,SFO,13.083333333299999,12.140183605299999,2012,5,20,6,20,15480,16121123.0,1091.7844056778617
LGA,DFW,9.736842105260001,6.942958905439999,2011,9,1,3,35,15218,11989227.0,2234.831514877276
IAH,ORD,9.76470588235,7.661016673430001,2013,2,14,3,7,15750,0.0,1488.7545277529894
DFW,BOS,6.15384615385,4.18023432051,2012,3,2,4,9,15401,28022904.0,2513.21871728724
PHL,DFW,9.72222222222,6.72839073108,2013,3,1,4,9,15765,0.0,2095.66962946931
LAX,LAS,13.538461538499998,10.9953836467,2012,12,6,3,49,15680,31326268.0,380.1516938938273
SFO,JFK,18.894736842100002,11.8362463774,2012,8,24,4,34,15576,21284236.0,4161.8918990627035
EWR,SFO,10.833333333299999,11.0520160524,2012,8,30,3,35,15582,17055993.0,4128.087796487114
LAX,DFW,15.65625,11.252553473699999,2012,7,25,2,30,15546,31326268.0,1987.4016037900508
LAX,ORD,16.0625,11.276402709400001,2012,12,15,5,50,15689,31326268.0,2807.506678346936
JFK,SFO,12.7142857143,8.43211296773,2011,9,3,5,35,15220,23664832.0,4161.8918990627035
PHL,DFW,8.470588235289997,5.93840937309,2012,7,16,0,29,15537,14589337.0,2095.66962946931
BOS,PHL,8.4,7.17933542487,2012,8,27,0,35,15579,14293695.0,451.31106179640426
ATL,LGA,13.2307692308,8.89632594865,2013,1,4,4,1,15709,0.0,1225.1078011881866
BOS,LGA,9.5,12.6598865426,2012,11,17,5,46,15661,14293695.0,297.0289816330235
ORD,SFO,15.0689655172,10.2849787641,2012,1,1,6,52,15340,32171795.0,2970.9403880929817
SFO,LAX,12.5357142857,8.16715256086,2011,9,2,4,35,15219,20056568.0,543.0484494730385
DEN,DFW,8.0625,5.79043751945,2012,3,18,6,11,15417,25799841.0,1037.4122012303676
MSP,DEN,8.0,7.4744007563600015,2012,10,29,0,44,15642,15943878.0,1114.7611389199733
ATL,PHL,8.75,6.952217871539999,2012,2,23,3,8,15393,45798928.0,1071.0060503652837
ATL,DFW,9.7,8.18278037936,2012,10,28,6,43,15641,45798928.0,1177.0654003153188
MCO,ATL,12.0,8.196451560389999,2011,9,18,6,37,15235,17250415.0,648.9623198292838
BOS,EWR,5.583333333330001,3.7527767497300006,2012,5,2,2,18,15462,14293695.0,322.6185793889856
DFW,DEN,9.944444444439998,9.07143040943,2012,9,14,4,37,15597,28022904.0,1037.4122012303676
EWR,ORD,11.9444444444,11.8940035422,2012,1,14,5,2,15353,17055993.0,1157.1569390818115
JFK,MCO,15.8064516129,10.1797817751,2012,9,1,5,35,15584,24520981.0,1519.6778187735383
ORD,LAS,10.1176470588,7.59837443916,2012,11,13,1,46,15657,32171795.0,2436.841470773542
LAX,DEN,13.409090909100001,11.2192822574,2011,12,6,1,49,15314,30528737.0,1366.9188465950538
LAX,IAH,14.038461538499998,11.8033241732,2012,2,21,1,8,15391,31326268.0,2219.3851132122545
ATL,LGA,14.333333333299999,11.540728131099998,2012,12,1,5,48,15675,45798928.0,1225.1078011881866
DFW,ORD,14.3703703704,10.536194569700001,2012,4,1,6,13,15431,28022904.0,1290.1793707420127
CLT,ATL,7.8823529411800015,6.440907864400001,2012,5,4,4,18,15464,20033816.0,365.5358230110742
LAX,SFO,13.538461538499998,10.5422227987,2012,12,11,1,50,15685,31326268.0,543.0484494730385
DEN,PHX,7.266666666669999,4.891197146280001,2012,10,30,1,44,15643,25799841.0,948.8652266798391
ATL,DEN,9.27777777778,6.82388155503,2012,4,7,5,14,15437,45798928.0,1944.6376583703777
EWR,LAX,11.5263157895,10.128992606799999,2012,2,28,1,9,15398,17055993.0,3949.399531832814
JFK,LAX,15.580645161300001,10.1350026922,2011,11,29,1,48,15307,23664832.0,3982.9681467053942
BOS,LAX,10.55,8.217279611310001,2012,2,13,0,7,15383,14293695.0,4202.144252918988
MSP,ORD,11.9047619048,9.28926671974,2011,12,17,5,50,15325,15895653.0,537.7155123098858
IAH,LAX,12.9230769231,8.38533518435,2011,10,20,3,42,15267,19306660.0,2219.3851132122545
SEA,DEN,11.2857142857,8.28337405375,2011,10,8,5,40,15255,15971676.0,1639.3263074748904
LAX,IAH,12.2727272727,10.479830143,2013,2,6,2,6,15742,0.0,2219.3851132122545
LAS,ORD,14.333333333299999,11.8346090351,2012,4,23,0,17,15453,19959651.0,2436.841470773542
ATL,EWR,10.318181818200001,8.085179643650001,2012,11,5,0,45,15649,45798928.0,1199.5904817483238
LAX,JFK,18.3684210526,12.2946286945,2012,12,9,6,49,15683,31326268.0,3982.9681467053942
LAX,SEA,13.4230769231,9.30880476505,2012,5,30,2,22,15490,31326268.0,1534.903426859992
IAH,LAX,14.0357142857,9.16709955688,2012,6,24,6,25,15515,19039000.0,2219.3851132122545
PHL,BOS,7.5,6.0223941061,2012,7,7,5,27,15528,14589337.0,451.31106179640426
EWR,SFO,12.291666666700001,8.51841568586,2012,6,3,6,22,15494,17055993.0,4128.087796487114
BOS,EWR,14.827586206900001,9.98237362811,2012,7,24,1,30,15545,14293695.0,322.6185793889856
SEA,LAX,11.375,8.55576337661,2012,7,4,2,27,15525,16121123.0,1534.903426859992
ATL,CLT,6.06666666667,4.3665394383499985,2011,9,8,3,36,15225,44414121.0,365.5358230110742
DEN,MSP,9.31578947368,7.394086462839999,2012,9,29,5,39,15612,25799841.0,1114.7611389199733
MSP,ATL,10.5454545455,8.028089215389999,2013,2,5,1,6,15741,0.0,1458.8377972587537
SFO,ATL,8.95,6.27002056573,2013,1,22,1,4,15727,0.0,3442.1540317854965
MCO,ATL,11.208333333299999,8.0756163672,2012,5,5,5,18,15465,17159427.0,648.9623198292838
ORD,SFO,11.8181818182,9.29739525037,2012,4,27,4,17,15457,32171795.0,2970.9403880929817
ORD,LGA,12.1153846154,8.599194953380001,2012,10,6,5,40,15619,32171795.0,1179.8340638493225
DEN,PHX,10.7,8.63347219288,2012,10,6,5,40,15619,25799841.0,948.8652266798391
BOS,LGA,5.666666666669999,3.86906926401,2012,5,12,5,19,15472,14293695.0,297.0289816330235
IAH,LAX,9.71428571429,7.38337901738,2012,12,11,1,50,15685,19039000.0,2219.3851132122545
LAS,DFW,12.166666666700001,7.87768817703,2011,9,17,5,37,15234,19872617.0,1698.2098866839724
DFW,LGA,10.4,7.46500608101,2011,10,27,3,43,15274,27518358.0,2234.831514877276
ORD,EWR,7.07142857143,5.04539829508,2012,1,27,4,4,15366,32171795.0,1157.1569390818115
EWR,LAX,10.125,9.478923989570001,2013,3,4,0,10,15768,0.0,3949.399531832814
SFO,JFK,15.612903225799998,11.6180245577,2012,12,24,0,52,15698,21284236.0,4161.8918990627035
ORD,DEN,12.416666666700001,10.4337106937,2012,6,22,4,25,15513,32171795.0,1449.0208387501316
LGA,ORD,10.85,9.13797743371,2012,2,24,4,8,15394,12818717.0,1179.8340638493225
DTW,ATL,6.8125,5.009574166869999,2011,11,16,2,46,15294,15716865.0,956.6034171320205
SEA,SFO,8.92857142857,10.9014063011,2012,4,3,1,14,15433,16121123.0,1091.7844056778617
DEN,SEA,16.071428571400002,12.277436610899999,2012,6,21,3,25,15512,25799841.0,1639.3263074748904
ATL,MIA,11.347826087,9.30106883229,2012,12,4,1,49,15678,45798928.0,957.5479777622464
EWR,ORD,10.0,7.295356209410001,2011,10,8,5,40,15255,16814092.0,1157.1569390818115
DFW,LAX,10.75,7.37357207989,2011,11,9,2,45,15287,27518358.0,1987.4016037900508
MCO,PHL,14.346153846199998,9.77728922633,2012,2,26,6,8,15396,17159427.0,1385.9131208526271
ORD,SFO,12.0,8.66025403784,2012,3,19,0,12,15418,32171795.0,2970.9403880929817
PHL,MCO,13.0740740741,8.061904365239997,2011,9,4,6,35,15221,14883180.0,1385.9131208526271
LAS,DEN,10.3,9.003508088230001,2012,11,29,3,48,15673,19959651.0,991.0640578482363
SFO,EWR,14.090909090899999,13.3627381387,2012,5,17,3,20,15477,21284236.0,4128.087796487114
DEN,SFO,8.0,5.3166405433,2012,5,7,0,19,15467,25799841.0,1538.142783061649
MIA,LGA,11.8,8.85318854246,2011,10,8,5,40,15255,18342158.0,1764.8739598115098
ORD,DEN,10.95,8.53152050371,2011,11,10,3,45,15288,31892301.0,1449.0208387501316
JFK,MCO,14.7857142857,10.1264492071,2011,10,26,2,43,15273,23664832.0,1519.6778187735383
SEA,DEN,10.7619047619,7.38853680985,2012,8,24,4,34,15576,16121123.0,1639.3263074748904
LGA,ORD,8.5,6.62659525744,2013,3,3,6,9,15767,0.0,1179.8340638493225
LAX,BOS,13.8214285714,10.6251050415,2012,12,17,0,51,15691,31326268.0,4202.144252918988
LAS,JFK,18.2571428571,12.2458705096,2012,1,2,0,1,15341,19959651.0,3617.7361768351943
DEN,LAS,12.6086956522,9.930390134400001,2012,1,9,0,2,15348,25799841.0,991.0640578482363
DEN,ORD,8.77777777778,7.28863382305,2012,3,5,0,10,15404,25799841.0,1449.0208387501316
MCO,PHL,10.15,6.52343951899,2013,1,29,1,5,15734,0.0,1385.9131208526271
MCO,PHL,14.9,9.625218313689999,2012,12,15,5,50,15689,17159427.0,1385.9131208526271
BOS,ATL,10.4090909091,7.79290942007,2011,9,12,0,37,15229,14180730.0,1522.1325932392715
PHL,MCO,13.153846153800002,8.326787172460001,2011,9,3,5,35,15220,14883180.0,1385.9131208526271
MCO,ATL,11.8076923077,8.07969915662,2012,10,5,4,40,15618,17159427.0,648.9623198292838
SFO,JFK,10.45,7.50070172156,2011,12,3,5,48,15311,20056568.0,4161.8918990627035
CLT,ATL,8.5,8.34266144585,2012,5,2,2,18,15462,20033816.0,365.5358230110742
JFK,MIA,14.043478260899999,12.4260659351,2012,11,8,3,45,15652,24520981.0,1753.5587649971123
MSP,ATL,12.15,10.653761381699999,2012,1,16,0,3,15355,15943878.0,1458.8377972587537
SEA,LAX,13.32,9.56434350422,2012,3,31,5,13,15430,16121123.0,1534.903426859992
SFO,LAX,15.038461538499998,12.6316452427,2013,2,1,4,5,15737,0.0,543.0484494730385
PHL,DFW,6.53846153846,4.8410636678199985,2012,1,12,3,2,15351,14589337.0,2095.66962946931
ATL,LGA,7.0588235294100015,4.9556859797,2011,11,1,1,44,15279,44414121.0,1225.1078011881866
EWR,MCO,9.052631578949999,7.619227754760001,2012,1,24,1,4,15363,17055993.0,1509.2140580816642
BOS,LAX,12.125,8.425182232580001,2012,7,8,6,27,15529,14293695.0,4202.144252918988
CLT,LGA,12.625,8.870137982360001,2012,12,13,3,50,15687,20033816.0,874.2934288846586
LAX,EWR,12.5,8.73772430825,2012,1,16,0,3,15355,31326268.0,3949.399531832814
LAS,DEN,12.375,8.171065068139999,2012,1,22,6,3,15361,19959651.0,991.0640578482363
LAS,DFW,11.0,7.82943165243,2011,11,10,3,45,15288,19872617.0,1698.2098866839724
MIA,LGA,18.4375,13.5168652121,2012,12,2,6,48,15676,18987488.0,1764.8739598115098
EWR,MCO,16.3125,10.8521961506,2012,7,27,4,30,15548,17055993.0,1509.2140580816642
ATL,ORD,10.9545454545,9.29145676582,2012,6,7,3,23,15498,45798928.0,974.5225568706392
EWR,ATL,10.8,8.87693640847,2012,11,16,4,46,15660,17055993.0,1199.5904817483238
ORD,IAH,12.5,12.898928364100001,2012,3,13,1,11,15412,32171795.0,1488.7545277529894
IAH,LAX,11.3181818182,9.26018802461,2012,1,21,5,3,15360,19039000.0,2219.3851132122545
PHL,DFW,6.166666666669999,4.877281905719999,2012,8,30,3,35,15582,14589337.0,2095.66962946931
LAS,DEN,11.1363636364,8.06695466553,2012,5,7,0,19,15467,19959651.0,991.0640578482363
SFO,ATL,8.46666666667,8.61781101363,2012,4,5,3,14,15435,21284236.0,3442.1540317854965
DEN,PHX,11.0,7.7683863245200016,2011,12,18,6,50,15326,25667499.0,948.8652266798391
EWR,ORD,11.4736842105,9.94634729745,2012,11,10,5,45,15654,17055993.0,1157.1569390818115
LAX,SEA,11.52,7.96408605344,2011,9,15,3,37,15232,30528737.0,1534.903426859992
BOS,SFO,10.95,10.298058069400001,2012,6,1,4,22,15492,14293695.0,4351.80157445948
ORD,LAX,10.7368421053,8.15026997006,2013,2,25,0,9,15761,0.0,2807.506678346936
EWR,MCO,13.6153846154,9.05572492107,2011,10,17,0,42,15264,16814092.0,1509.2140580816642
LGA,ORD,6.5625,4.66145542365,2013,1,29,1,5,15734,0.0,1179.8340638493225
SFO,LAX,16.0588235294,10.8038746598,2012,1,11,2,2,15350,21284236.0,543.0484494730385
MIA,ATL,12.04,9.38740290673,2012,7,20,4,29,15541,18987488.0,957.5479777622464
SFO,LAX,13.8965517241,9.73706037917,2012,11,11,6,45,15655,21284236.0,543.0484494730385
CLT,ATL,9.13333333333,8.58459306521,2012,9,25,1,39,15608,20033816.0,365.5358230110742
ORD,LAX,17.3870967742,12.9349073424,2012,1,6,4,1,15345,32171795.0,2807.506678346936
IAH,ORD,9.85714285714,7.45845637036,2012,10,12,4,41,15625,19039000.0,1488.7545277529894
DFW,ATL,10.3913043478,7.32206584383,2012,5,23,2,21,15483,28022904.0,1177.0654003153188
DFW,LGA,11.590909090899999,8.31326588113,2012,7,23,0,30,15544,28022904.0,2234.831514877276
BOS,LAX,13.0,9.7168238981,2012,5,25,4,21,15485,14293695.0,4202.144252918988
CLT,LGA,6.466666666669999,5.06904705988,2012,7,16,0,29,15537,20033816.0,874.2934288846586
LAS,SFO,12.052631578900002,11.806183333800002,2013,2,27,2,9,15763,0.0,666.2312617124073
LGA,CLT,7.266666666669999,4.83243012907,2012,6,19,1,25,15510,12818717.0,874.2934288846586
LAX,DEN,14.2692307692,10.6077620347,2011,12,28,2,52,15336,30528737.0,1366.9188465950538
LGA,DFW,11.958333333299999,9.34125569562,2012,7,15,6,28,15536,12818717.0,2234.831514877276
ORD,DEN,10.25,10.063134038,2012,1,29,6,4,15368,32171795.0,1449.0208387501316
DTW,LGA,10.0526315789,7.457089722839999,2012,4,10,1,15,15440,15599879.0,806.1132848932549
DFW,BOS,11.142857142899999,7.932753080019999,2011,10,1,5,39,15248,27518358.0,2513.21871728724
SFO,LAS,16.344827586199994,11.823934147300001,2012,11,9,4,45,15653,21284236.0,666.2312617124073
EWR,ATL,10.2608695652,7.0981264576999985,2012,7,26,3,30,15547,17055993.0,1199.5904817483238
BOS,SFO,9.68181818182,6.63602264439,2012,6,6,2,23,15497,14293695.0,4351.80157445948
MCO,PHL,12.1304347826,8.65134959428,2012,3,16,4,11,15415,17159427.0,1385.9131208526271
BOS,PHL,8.625,4.99165971062,2012,12,25,1,52,15699,14293695.0,451.31106179640426
EWR,ATL,12.7391304348,9.34790881478,2012,12,19,2,51,15693,17055993.0,1199.5904817483238
JFK,MCO,12.4,8.11377429643,2012,6,5,1,23,15496,24520981.0,1519.6778187735383
ORD,PHL,13.72,10.1510262207,2012,7,27,4,30,15548,32171795.0,1090.5211297631404
EWR,ATL,8.588235294119999,8.132180085389999,2011,12,13,1,50,15321,16814092.0,1199.5904817483238
LAX,DEN,14.12,10.6157116263,2012,9,23,6,38,15606,31326268.0,1366.9188465950538
ATL,ORD,12.7391304348,9.10153529159,2013,2,17,6,7,15753,0.0,974.5225568706392
BOS,LAX,11.3888888889,8.43060872053,2012,11,28,2,48,15672,14293695.0,4202.144252918988
ATL,EWR,11.1904761905,8.51245585962,2012,11,15,3,46,15659,45798928.0,1199.5904817483238
ATL,MCO,12.153846153800002,8.656522663019999,2012,2,4,5,5,15374,45798928.0,648.9623198292838
PHL,DFW,8.29411764706,5.59871308742,2012,3,31,5,13,15430,14589337.0,2095.66962946931
DEN,ORD,10.4736842105,8.044103575860001,2011,10,29,5,43,15276,25667499.0,1449.0208387501316
ORD,LAS,10.619047619,7.71671037733,2011,11,18,4,46,15296,31892301.0,2436.841470773542
EWR,MCO,14.4285714286,9.71226247216,2012,4,8,6,14,15438,17055993.0,1509.2140580816642
LAX,SFO,15.291666666700001,14.6004144273,2012,2,11,5,6,15381,31326268.0,543.0484494730385
